﻿Turnier;Saison;Liga;Runde;Brett;Team_Weiss;Weiss;Elo_Weiss;Team_Schwarz;Schwarz;Elo_Schwarz;Ergebnis
BMM;2025/26;Bereichsliga Süd 3;1;1;SC Heitersheim 2;Prof. Wiedemann, Harald;1860;SG Schopfheim 1;Schleith, Stefan;1894;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;2;SG Schopfheim 1;Steen, Matthias;1855;SC Heitersheim 2;Gkegkas, Viktor;1815;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;3;SC Heitersheim 2;Dr. Spitzer, Martin;1796;SG Schopfheim 1;Bauer, Stefan;1753;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;4;SG Schopfheim 1;Bernwallner, Stefan;1738;SC Heitersheim 2;Vilain, Philip;1733;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;5;SC Heitersheim 2;Prill, Gerhard;1735;SG Schopfheim 1;Berger, Roland;1694;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;6;SG Schopfheim 1;Gsell, Richard;1580;SC Heitersheim 2;Puchta, Dieter;1862;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;7;SC Heitersheim 2;Kösem, Akin;1355;SG Schopfheim 1;Burkhard, Peter;1113;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;8;SG Schopfheim 1;Bähr, Wolfgang;1484;SC Heitersheim 2;;;"=""6 - 4"""
BMM;2025/26;Bereichsliga Süd 3;1;1;SC Brombach 4;Kellner, Ingo Johann;1434;SC Sölden 1;Dr. Bath, Peter;1843;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;2;SC Sölden 1;Trifonov, Vladimir;1402;SC Brombach 4;Loui, Henning;1262;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;3;SC Brombach 4;Pross, Bernd;1370;SC Sölden 1;Backhaus, Eric;1515;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;4;SC Sölden 1;Yazvytskyi, Jurii;1428;SC Brombach 4;Hoppe, Tobias;;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;5;SC Brombach 4;Koch, Benjamin;1300;SC Sölden 1;Dr. Bernauer, Bernhard;1460;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;6;SC Sölden 1;Drömer, Uwe;1162;SC Brombach 4;Pikhur, Maksym;;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;7;SC Brombach 4;Zinchenko, Danylo;;SC Sölden 1;Schaubhut, Luke;1167;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;8;SC Sölden 1;Brengartner, Jens;;SC Brombach 4;Parsa, Ahmad Komail;;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;1;SK Freiburg West 2;Akis, Akin;1924;Schw. Pumpe Freiburg 1;Hörmann, Florian;2023;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;2;Schw. Pumpe Freiburg 1;Döserich, Jürgen;1944;SK Freiburg West 2;Tadjalli Mehr, Kian;1762;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;3;SK Freiburg West 2;Maisel, Mathis;1800;Schw. Pumpe Freiburg 1;Nink, Niklas;1885;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;4;Schw. Pumpe Freiburg 1;Grübner, Dietrich;1885;SK Freiburg West 2;Rümmele, Tobias;1742;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;5;SK Freiburg West 2;Grothe, Stefan;1722;Schw. Pumpe Freiburg 1;Satlow, Stefan;1731;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;6;Schw. Pumpe Freiburg 1;Do, Van;1703;SK Freiburg West 2;Litwin, Tim;1676;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;7;SK Freiburg West 2;van Almsick, Hanna;1388;Schw. Pumpe Freiburg 1;Bühler, Markus;1690;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;8;Schw. Pumpe Freiburg 1;Dr. Reschika, Richard;;SK Freiburg West 2;Naguchev, Vadim;1650;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;1;SC Umkirch 1;Risch, Wolfgang;1900;SC Dreiländereck 2;Malachowski, Margrit;1946;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;2;SC Dreiländereck 2;Bäder, Karl-Christian;1768;SC Umkirch 1;Gugel, Tobias;1890;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;3;SC Umkirch 1;Dr. Ufheil, Joachim;1842;SC Dreiländereck 2;Mackels, Jean-Louis;1840;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;4;SC Dreiländereck 2;Lutz, Horst;1713;SC Umkirch 1;Dr. Blum, Ronny;1735;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;5;SC Umkirch 1;Hunn, Bernhard;1676;SC Dreiländereck 2;Karlin, Simon;1393;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;6;SC Dreiländereck 2;Schätzle, Thomas;1563;SC Umkirch 1;Fuss, Michael;1621;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;7;SC Umkirch 1;Bruno, Claudio;1572;SC Dreiländereck 2;Cheremensky, Maxim;1099;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;8;SC Dreiländereck 2;Fiedler, Jörg Alexander;1241;SC Umkirch 1;Lehmann, Arnold;1503;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;1;SK Ebringen 2;Fink, Markus;1877;SK Rheinfelden 1;Acton, Fynn Jona;1746;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;1;2;SK Rheinfelden 1;Gashi, Arsim;1603;SK Ebringen 2;Pfefferle, Matthias;1628;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;3;SK Ebringen 2;Riesterer, Michael;1609;SK Rheinfelden 1;Haag, Rolf;1690;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;4;SK Rheinfelden 1;Vuksic, Antun;1723;SK Ebringen 2;Bauer, Michael;1508;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;5;SK Ebringen 2;Brezczinsky, Jörg;1557;SK Rheinfelden 1;Wessely, Volker;1672;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;6;SK Rheinfelden 1;Barros, Gustavo;1671;SK Ebringen 2;Schüler, Winfried;1570;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;1;7;SK Ebringen 2;Seidel, Rene;1069;SK Rheinfelden 1;Konysbekov, Darmen;1426;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;1;8;SK Rheinfelden 1;Kaiser, Robert;1369;SK Ebringen 2;Beinke, Stefan;;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;1;SK Ebringen 2;Pfefferle, Matthias;1628;SC Heitersheim 2;Prof. Wiedemann, Harald;1860;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;2;SC Heitersheim 2;Gkegkas, Viktor;1815;SK Ebringen 2;Riesterer, Michael;1609;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;3;SK Ebringen 2;Bauer, Michael;1508;SC Heitersheim 2;Dr. Spitzer, Martin;1796;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;4;SC Heitersheim 2;Abanto Axmann, Arik Julian;1784;SK Ebringen 2;Brezczinsky, Jörg;1557;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;5;SK Ebringen 2;Schüler, Winfried;1570;SC Heitersheim 2;Prill, Gerhard;1735;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;6;SC Heitersheim 2;Puchta, Dieter;1862;SK Ebringen 2;Seidel, Rene;1069;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;7;SK Ebringen 2;Rieder, Wolfgang;;SC Heitersheim 2;Leslie, Philip;1521;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;8;SC Heitersheim 2;Kösem, Akin;1355;SK Ebringen 2;Beinke, Stefan;;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;1;SK Rheinfelden 1;Damdinsuren, Az;1740;SC Umkirch 1;Risch, Wolfgang;1900;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;2;SC Umkirch 1;Gugel, Tobias;1890;SK Rheinfelden 1;Bonic, Adam;1588;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;3;SK Rheinfelden 1;Haag, Rolf;1690;SC Umkirch 1;Dr. Ufheil, Joachim;1842;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;4;SC Umkirch 1;Dr. Blum, Ronny;1735;SK Rheinfelden 1;Kämpfe, Werner;1545;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;5;SK Rheinfelden 1;Barros, Gustavo;1671;SC Umkirch 1;Hunn, Bernhard;1676;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;6;SC Umkirch 1;Fuss, Michael;1621;SK Rheinfelden 1;Konysbekov, Darmen;1426;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;7;SK Rheinfelden 1;Lücke, Liam;1320;SC Umkirch 1;Bruno, Claudio;1572;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;8;SC Umkirch 1;Lehmann, Arnold;1503;SK Rheinfelden 1;Ödül, Ismail Irfan;;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;1;SC Dreiländereck 2;Bender, Stefan;1829;SK Freiburg West 2;Isenmann, David Benno;1792;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;2;SK Freiburg West 2;Tadjalli Mehr, Kian;1762;SC Dreiländereck 2;Bruckert, Frederic;1784;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;3;SC Dreiländereck 2;Karlin, Simon;1393;SK Freiburg West 2;Rümmele, Tobias;1742;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;4;SK Freiburg West 2;Grothe, Stefan;1722;SC Dreiländereck 2;Dr. Rakus, Klaus;1555;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;5;SC Dreiländereck 2;Schätzle, Thomas;1563;SK Freiburg West 2;Litwin, Tim;1676;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;6;SK Freiburg West 2;van Almsick, Hanna;1388;SC Dreiländereck 2;Cheremensky, Maxim;1099;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;7;SC Dreiländereck 2;Lischka, Joachim;1365;SK Freiburg West 2;Naguchev, Vadim;1650;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;8;SK Freiburg West 2;Waldvogel, Michael;1604;SC Dreiländereck 2;;;"=""6 - 4"""
BMM;2025/26;Bereichsliga Süd 3;2;1;Schw. Pumpe Freiburg 1;Hörmann, Florian;2023;SC Brombach 4;Haag, Markus;1888;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;2;SC Brombach 4;Wouatong Nguebdob, Henock Landry;1749;Schw. Pumpe Freiburg 1;Schoch, Thomas;1982;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;3;Schw. Pumpe Freiburg 1;Döserich, Jürgen;1944;SC Brombach 4;Frey, Rudolf;1706;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;4;SC Brombach 4;Teodosio, Nathan;;Schw. Pumpe Freiburg 1;Nink, Niklas;1885;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;2;5;Schw. Pumpe Freiburg 1;Dr. Reschika, Richard;;SC Brombach 4;Körtvely, Elöd;1442;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;6;SC Brombach 4;Kellner, Ingo Johann;1434;Schw. Pumpe Freiburg 1;Zick, Hubert;1546;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;7;Schw. Pumpe Freiburg 1;Engelken, Jared;;SC Brombach 4;Loui, Henning;1262;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;8;SC Brombach 4;Koch, Benjamin;1300;Schw. Pumpe Freiburg 1;De Cunzo, Gino;1408;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;1;SC Sölden 1;Backhaus, Eric;1515;SG Schopfheim 1;Fischer, Thomas;1828;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;2;SG Schopfheim 1;Schleith, Stefan;1894;SC Sölden 1;Wirbel, Klaus;1556;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;3;SC Sölden 1;Hug, Fridolin;1515;SG Schopfheim 1;Steen, Matthias;1855;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;4;SG Schopfheim 1;Bernwallner, Stefan;1738;SC Sölden 1;Yazvytskyi, Jurii;1428;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;2;5;SC Sölden 1;Drömer, Uwe;1162;SG Schopfheim 1;Berger, Roland;1694;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;2;6;SG Schopfheim 1;Gsell, Richard;1580;SC Sölden 1;;;"=""6 - 4"""
BMM;2025/26;Bereichsliga Süd 3;2;7;SC Sölden 1;;;SG Schopfheim 1;Hoch, Franz;1656;"=""4 - 6"""
BMM;2025/26;Bereichsliga Süd 3;2;8;SG Schopfheim 1;Karakas, Mirac;;SC Sölden 1;;;"=""6 - 4"""
BMM;2025/26;Bereichsliga Süd 3;3;1;SC Heitersheim 2;Prof. Wiedemann, Harald;1860;SC Sölden 1;Dr. Bath, Peter;1843;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;2;SC Sölden 1;Wirbel, Klaus;1556;SC Heitersheim 2;Gkegkas, Viktor;1815;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;3;SC Heitersheim 2;Dr. Spitzer, Martin;1796;SC Sölden 1;Hug, Fridolin;1515;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;4;SC Sölden 1;Yazvytskyi, Jurii;1428;SC Heitersheim 2;Vilain, Philip;1733;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;5;SC Heitersheim 2;Cicak, Vinko;1491;SC Sölden 1;Kenz, Dieter;1459;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;6;SC Sölden 1;Dr. Bernauer, Bernhard;1460;SC Heitersheim 2;Leslie, Philip;1521;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;7;SC Heitersheim 2;Kösem, Akin;1355;SC Sölden 1;Drömer, Uwe;1162;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;8;SC Sölden 1;Fischer, Bernhard;1182;SC Heitersheim 2;Stricker, Matteo;;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;1;SG Schopfheim 1;Fischer, Thomas;1828;Schw. Pumpe Freiburg 1;Hörmann, Florian;2023;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;2;Schw. Pumpe Freiburg 1;Schoch, Thomas;1982;SG Schopfheim 1;Schleith, Stefan;1894;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;3;SG Schopfheim 1;Steen, Matthias;1855;Schw. Pumpe Freiburg 1;Nink, Niklas;1885;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;4;Schw. Pumpe Freiburg 1;Grübner, Dietrich;1885;SG Schopfheim 1;Bauer, Stefan;1753;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;5;SG Schopfheim 1;Bernwallner, Stefan;1738;Schw. Pumpe Freiburg 1;Satlow, Stefan;1731;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;6;Schw. Pumpe Freiburg 1;Do, Van;1703;SG Schopfheim 1;Gsell, Richard;1580;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;7;SG Schopfheim 1;Luz, Hans;1513;Schw. Pumpe Freiburg 1;Bühler, Markus;1690;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;8;Schw. Pumpe Freiburg 1;;;SG Schopfheim 1;Kraus, Werner;1335;"=""4 - 6"""
BMM;2025/26;Bereichsliga Süd 3;3;1;SC Brombach 4;Schambach, Frank;1909;SC Dreiländereck 2;Malachowski, Margrit;1946;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;2;SC Dreiländereck 2;Bender, Stefan;1829;SC Brombach 4;Wouatong Nguebdob, Henock Landry;1749;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;3;SC Brombach 4;Frey, Rudolf;1706;SC Dreiländereck 2;Bäder, Karl-Christian;1768;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;4;SC Dreiländereck 2;Mackels, Jean-Louis;1840;SC Brombach 4;Weimann-Zupan, Ralf;1678;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;5;SC Brombach 4;Teodosio, Nathan;;SC Dreiländereck 2;Karlin, Simon;1393;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;6;SC Dreiländereck 2;Schätzle, Thomas;1563;SC Brombach 4;Körtvely, Elöd;1442;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;7;SC Brombach 4;Kellner, Ingo Johann;1434;SC Dreiländereck 2;Cheremensky, Maxim;1099;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;8;SC Dreiländereck 2;Fiedler, Jörg Alexander;1241;SC Brombach 4;Koch, Benjamin;1300;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;1;SK Freiburg West 2;Tadjalli Mehr, Kian;1762;SK Rheinfelden 1;Steinacher, Janis;1870;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;2;SK Rheinfelden 1;Damdinsuren, Az;1740;SK Freiburg West 2;Maisel, Mathis;1800;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;3;SK Freiburg West 2;Rümmele, Tobias;1742;SK Rheinfelden 1;Gashi, Arsim;1603;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;4;SK Rheinfelden 1;Kämpfe, Werner;1545;SK Freiburg West 2;Grothe, Stefan;1722;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;5;SK Freiburg West 2;Litwin, Tim;1676;SK Rheinfelden 1;Wessely, Volker;1672;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;6;SK Rheinfelden 1;Barros, Gustavo;1671;SK Freiburg West 2;van Almsick, Hanna;1388;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;7;SK Freiburg West 2;Naguchev, Vadim;1650;SK Rheinfelden 1;Konysbekov, Darmen;1426;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;8;SK Rheinfelden 1;Schneider, Andre;1557;SK Freiburg West 2;;;"=""6 - 4"""
BMM;2025/26;Bereichsliga Süd 3;3;1;SC Umkirch 1;Risch, Wolfgang;1900;SK Ebringen 2;Fink, Markus;1877;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;2;SK Ebringen 2;Bösch, Heinz;1786;SC Umkirch 1;Gugel, Tobias;1890;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;3;SC Umkirch 1;Dr. Ufheil, Joachim;1842;SK Ebringen 2;Pfefferle, Matthias;1628;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;4;SK Ebringen 2;Riesterer, Michael;1609;SC Umkirch 1;Hunn, Bernhard;1676;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;5;SC Umkirch 1;Fuss, Michael;1621;SK Ebringen 2;Bauer, Michael;1508;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;3;6;SK Ebringen 2;Brezczinsky, Jörg;1557;SC Umkirch 1;Bruno, Claudio;1572;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;3;7;SC Umkirch 1;Lehmann, Arnold;1503;SK Ebringen 2;Weißflog, Hans-Dieter;1509;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;3;8;SK Ebringen 2;Kendzia, Karl-Peter;1585;SC Umkirch 1;Dederichs, Wolfgang;1478;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;4;1;SC Umkirch 1;Risch, Wolfgang;1900;SC Heitersheim 2;Prof. Wiedemann, Harald;1860;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;4;2;SC Heitersheim 2;Gkegkas, Viktor;1815;SC Umkirch 1;Gugel, Tobias;1890;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;4;3;SC Umkirch 1;Dr. Ufheil, Joachim;1842;SC Heitersheim 2;Wienberg, Robin;1804;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;4;4;SC Heitersheim 2;Dr. Spitzer, Martin;1796;SC Umkirch 1;Dr. Blum, Ronny;1735;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;4;5;SC Umkirch 1;Hunn, Bernhard;1676;SC Heitersheim 2;Vilain, Philip;1733;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;4;6;SC Heitersheim 2;Puchta, Dieter;1862;SC Umkirch 1;Fuss, Michael;1621;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;4;7;SC Umkirch 1;Bruno, Claudio;1572;SC Heitersheim 2;Kösem, Akin;1355;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;4;8;SC Heitersheim 2;Schmidinger, Luca;;SC Umkirch 1;Lehmann, Arnold;1503;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;4;1;SK Ebringen 2;Fink, Markus;1877;SK Freiburg West 2;Tadjalli Mehr, Kian;1762;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;4;2;SK Freiburg West 2;Maisel, Mathis;1800;SK Ebringen 2;Pfefferle, Matthias;1628;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;4;3;SK Ebringen 2;Riesterer, Michael;1609;SK Freiburg West 2;Rümmele, Tobias;1742;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;4;4;SK Freiburg West 2;Grothe, Stefan;1722;SK Ebringen 2;Brezczinsky, Jörg;1557;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;4;5;SK Ebringen 2;Weißflog, Hans-Dieter;1509;SK Freiburg West 2;Litwin, Tim;1676;"=""1 - 1"""
