﻿Turnier;Saison;Liga;Runde;Brett;Team_Weiss;Weiss;Elo_Weiss;Team_Schwarz;Schwarz;Elo_Schwarz;Ergebnis
BMM;2025/26;Bezirksklasse Hochrhein;3;1;SC Brombach 6;Pikhur, Maksym;;SGEM Waldshut-Tiengen 2;Mortasawi, Mazda;1175;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;3;2;SGEM Waldshut-Tiengen 2;Mortasawi, Key;776;SC Brombach 6;Zinchenko, Danylo;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;3;3;SC Brombach 6;Gultyaev, Alisa;;SGEM Waldshut-Tiengen 2;Mortasawi, Ava;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;3;4;SGEM Waldshut-Tiengen 2;Kaiser, Niklas;1136;SC Brombach 6;Gultyaev, Maxim;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;3;1;SC Brombach 5;Bonitz, Ronny;1394;SC Dreiländereck 3;Dr. Rakus, Klaus;1555;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;3;2;SC Dreiländereck 3;Hoffmann, Jan;1163;SC Brombach 5;Pross, Bernd;1370;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;3;3;SC Brombach 5;Hoppe, Tobias;;SC Dreiländereck 3;Kern, Silas;1120;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;3;4;SC Dreiländereck 3;Sacher, Justus;;SC Brombach 5;Parsa, Ahmad Komail;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;3;1;SGEM Waldshut-Tiengen 3;;;SK Rheinfelden 2;Adamek, Gerd-Dieter;1640;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;3;2;SK Rheinfelden 2;Kaiser, Robert;1369;SGEM Waldshut-Tiengen 3;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;3;3;SGEM Waldshut-Tiengen 3;;;SK Rheinfelden 2;Ödül, Ismail Irfan;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;3;4;SK Rheinfelden 2;Jost, Hansruedi;1070;SGEM Waldshut-Tiengen 3;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;3;1;SC Dreiländereck 4;Lischka, Joachim;1365;SG Schopfheim 2;Bähr, Wolfgang;1484;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;3;2;SG Schopfheim 2;Pfefferle, Helmut;1293;SC Dreiländereck 4;Hösli, Timo;972;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;3;3;SC Dreiländereck 4;Cheremensky, Nicolay;;SG Schopfheim 2;Steinberg, Rüdiger;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;3;4;SG Schopfheim 2;Karakas, Mirac;;SC Dreiländereck 4;Rogg, Raphael;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;3;1;TV Kadelburg 1;Schönherr, Konrad;1778;SC Laufenburg 1;Zorn, Nico;1694;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;3;2;SC Laufenburg 1;Moser, Benno;1506;TV Kadelburg 1;Franz, Elias;;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;3;3;TV Kadelburg 1;Franz, Claudius;;SC Laufenburg 1;Rückert, Werner;1448;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;3;4;SC Laufenburg 1;Wegener, Lukas;988;TV Kadelburg 1;Jander, Marvin;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;1;TV Kadelburg 1;Schönherr, Konrad;1778;SC Brombach 6;Gultyaev, Dmitry;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;2;SC Brombach 6;Niederberger, Kaspar Ludwig;896;TV Kadelburg 1;Franz, Elias;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;3;TV Kadelburg 1;Franz, Claudius;;SC Brombach 6;Gultyaev, Alisa;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;4;SC Brombach 6;Casanova, Gian Luigi;;TV Kadelburg 1;Mielke, Bernd;;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;4;1;SC Laufenburg 1;Bader, Daniel;;SC Dreiländereck 4;Lischka, Joachim;1365;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;2;SC Dreiländereck 4;Hösli, Timo;972;SC Laufenburg 1;Moser, Benno;1506;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;4;3;SC Laufenburg 1;Wegener, Lukas;988;SC Dreiländereck 4;Cheremensky, Nicolay;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;4;SC Dreiländereck 4;Rogg, Raphael;;SC Laufenburg 1;Stanzu, Daniele;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;1;SG Schopfheim 2;Luz, Hans;1513;SGEM Waldshut-Tiengen 3;Rafiq, Pascal;1702;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;4;2;SGEM Waldshut-Tiengen 3;Henninger, Michael;1684;SG Schopfheim 2;Kraus, Werner;1335;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;3;SG Schopfheim 2;Steinberg, Rüdiger;;SGEM Waldshut-Tiengen 3;Mortasawi, Mazda;1175;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;4;4;SGEM Waldshut-Tiengen 3;;;SG Schopfheim 2;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;1;SK Rheinfelden 2;Lücke, Liam;1320;SC Brombach 5;Pross, Bernd;1370;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;4;2;SC Brombach 5;Hoppe, Tobias;;SK Rheinfelden 2;Ödül, Ismail Irfan;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;4;3;SK Rheinfelden 2;Jost, Hansruedi;1070;SC Brombach 5;Parsa, Ahmad Komail;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;4;4;SC Brombach 5;Hecht, Isabel;965;SK Rheinfelden 2;Ferstl, Moritz;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;4;1;SC Dreiländereck 3;;;SGEM Waldshut-Tiengen 2;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;2;SGEM Waldshut-Tiengen 2;;;SC Dreiländereck 3;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;3;SC Dreiländereck 3;;;SGEM Waldshut-Tiengen 2;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;4;4;SGEM Waldshut-Tiengen 2;;;SC Dreiländereck 3;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;5;1;SC Brombach 6;Gultyaev, Dmitry;;SC Dreiländereck 3;Dr. Rakus, Klaus;1555;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;5;2;SC Dreiländereck 3;Krause, Elias;;SC Brombach 6;Parsa, Ahmad Komail;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;5;3;SC Brombach 6;Hecht, Isabel;965;SC Dreiländereck 3;Cheremensky, Nicolay;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;5;4;SC Dreiländereck 3;Sacher, Justus;;SC Brombach 6;Gultyaev, Maxim;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;5;1;SGEM Waldshut-Tiengen 2;;;SK Rheinfelden 2;Ödül, Ismail Irfan;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;5;2;SK Rheinfelden 2;Weber, Janick;;SGEM Waldshut-Tiengen 2;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;5;3;SGEM Waldshut-Tiengen 2;;;SK Rheinfelden 2;Bagci, Tarik;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;5;4;SK Rheinfelden 2;;;SGEM Waldshut-Tiengen 2;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;5;1;SC Brombach 5;Pross, Bernd;1370;SG Schopfheim 2;Luz, Hans;1513;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;5;2;SG Schopfheim 2;Kraus, Werner;1335;SC Brombach 5;Hoppe, Tobias;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;5;3;SC Brombach 5;Tretiak, Aleksandr;883;SG Schopfheim 2;Pfefferle, Helmut;1293;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;5;4;SG Schopfheim 2;Steinberg, Rüdiger;;SC Brombach 5;Niederberger, Kaspar Ludwig;896;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;5;1;SGEM Waldshut-Tiengen 3;Rafiq, Pascal;1702;SC Laufenburg 1;Zorn, Nico;1694;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;5;2;SC Laufenburg 1;Bader, Daniel;;SGEM Waldshut-Tiengen 3;Dewéth, Attyla;;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;5;3;SGEM Waldshut-Tiengen 3;Kaiser, Niklas;1136;SC Laufenburg 1;Moser, Benno;1506;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;5;4;SC Laufenburg 1;Wegener, Lukas;988;SGEM Waldshut-Tiengen 3;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;5;1;SC Dreiländereck 4;;;TV Kadelburg 1;Schönherr, Konrad;1778;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;5;2;TV Kadelburg 1;Franz, Elias;;SC Dreiländereck 4;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;5;3;SC Dreiländereck 4;;;TV Kadelburg 1;Franz, Claudius;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;5;4;TV Kadelburg 1;Ormann, Georg Philipp;914;SC Dreiländereck 4;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;6;1;SC Dreiländereck 4;Lischka, Joachim;1365;SC Brombach 6;Chandra, Akshat;;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;6;2;SC Brombach 6;Gultyaev, Alisa;;SC Dreiländereck 4;Hösli, Timo;972;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;6;3;SC Dreiländereck 4;Cheremensky, Nicolay;;SC Brombach 6;Gultyaev, Maxim;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;6;4;SC Brombach 6;Casanova, Gian Luigi;;SC Dreiländereck 4;Rogg, Raphael;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;6;1;TV Kadelburg 1;Franz, Elias;;SGEM Waldshut-Tiengen 3;Mortasawi, Key;776;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;6;2;SGEM Waldshut-Tiengen 3;Mortasawi, Ava;;TV Kadelburg 1;Franz, Claudius;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;6;3;TV Kadelburg 1;Mielke, Bernd;;SGEM Waldshut-Tiengen 3;Dewéth, Attyla;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;6;4;SGEM Waldshut-Tiengen 3;;;TV Kadelburg 1;Nagel, Magnus;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;6;1;SC Laufenburg 1;Moser, Benno;1506;SC Brombach 5;Hoppe, Tobias;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;6;2;SC Brombach 5;Zinchenko, Danylo;;SC Laufenburg 1;Rückert, Werner;1448;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;6;3;SC Laufenburg 1;Wegener, Lukas;988;SC Brombach 5;Hecht, Isabel;965;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;6;4;SC Brombach 5;Niederberger, Kaspar Ludwig;896;SC Laufenburg 1;Stanzu, Daniele;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;6;1;SG Schopfheim 2;Bähr, Wolfgang;1484;SGEM Waldshut-Tiengen 2;Ebi, Jan;1452;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;6;2;SGEM Waldshut-Tiengen 2;Puskaric Leal, Luis;1813;SG Schopfheim 2;Luz, Hans;1513;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;6;3;SG Schopfheim 2;Kraus, Werner;1335;SGEM Waldshut-Tiengen 2;Henninger, Michael;1684;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;6;4;SGEM Waldshut-Tiengen 2;Kaiser, Niklas;1136;SG Schopfheim 2;Pfefferle, Helmut;1293;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;6;1;SK Rheinfelden 2;Lücke, Liam;1320;SC Dreiländereck 3;Dr. Rakus, Klaus;1555;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;6;2;SC Dreiländereck 3;Fiedler, Jörg Alexander;1241;SK Rheinfelden 2;Jost, Hansruedi;1070;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;6;3;SK Rheinfelden 2;Rudschuck, Norbert;;SC Dreiländereck 3;Tatarenko, Artem;1229;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;6;4;SC Dreiländereck 3;Johé, Hildegard;1200;SK Rheinfelden 2;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;7;1;SC Brombach 6;Pikhur, Maksym;;SK Rheinfelden 2;Konysbekov, Darmen;1426;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;7;2;SK Rheinfelden 2;Lücke, Liam;1320;SC Brombach 6;Gultyaev, Alisa;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;7;3;SC Brombach 6;Gultyaev, Maxim;;SK Rheinfelden 2;Jost, Hansruedi;1070;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;7;4;SK Rheinfelden 2;Ferstl, Moritz;;SC Brombach 6;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;7;1;SC Dreiländereck 3;Dr. Rakus, Klaus;1555;SG Schopfheim 2;Luz, Hans;1513;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;7;2;SG Schopfheim 2;Kraus, Werner;1335;SC Dreiländereck 3;Dippert, Arno;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;7;3;SC Dreiländereck 3;Sacher, Justus;;SG Schopfheim 2;Pfefferle, Helmut;1293;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;7;4;SG Schopfheim 2;Steinberg, Rüdiger;;SC Dreiländereck 3;Sacher, Hannes;;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;7;1;SGEM Waldshut-Tiengen 2;;;SC Laufenburg 1;Zorn, Nico;1694;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;7;2;SC Laufenburg 1;Bader, Daniel;;SGEM Waldshut-Tiengen 2;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;7;3;SGEM Waldshut-Tiengen 2;;;SC Laufenburg 1;Rückert, Werner;1448;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;7;4;SC Laufenburg 1;Kutzsche, Holger;1220;SGEM Waldshut-Tiengen 2;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;7;1;SC Brombach 5;Weimann-Zupan, Ralf;1678;TV Kadelburg 1;Schönherr, Konrad;1778;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;7;2;TV Kadelburg 1;Franz, Elias;;SC Brombach 5;Pross, Bernd;1370;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;7;3;SC Brombach 5;Parsa, Ahmad Komail;;TV Kadelburg 1;Franz, Claudius;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;7;4;TV Kadelburg 1;Mielke, Bernd;;SC Brombach 5;Niederberger, Kaspar Ludwig;896;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;7;1;SGEM Waldshut-Tiengen 3;;;SC Dreiländereck 4;Lischka, Joachim;1365;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;7;2;SC Dreiländereck 4;Hösli, Timo;972;SGEM Waldshut-Tiengen 3;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;7;3;SGEM Waldshut-Tiengen 3;;;SC Dreiländereck 4;Cheremensky, Nicolay;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;7;4;SC Dreiländereck 4;Rogg, Raphael;;SGEM Waldshut-Tiengen 3;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;8;1;SGEM Waldshut-Tiengen 3;;;SC Brombach 6;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;2;SC Brombach 6;;;SGEM Waldshut-Tiengen 3;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;3;SGEM Waldshut-Tiengen 3;;;SC Brombach 6;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;4;SC Brombach 6;;;SGEM Waldshut-Tiengen 3;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;1;SC Dreiländereck 4;;;SC Brombach 5;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;2;SC Brombach 5;;;SC Dreiländereck 4;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;3;SC Dreiländereck 4;;;SC Brombach 5;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;4;SC Brombach 5;;;SC Dreiländereck 4;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;1;TV Kadelburg 1;Schönherr, Konrad;1778;SGEM Waldshut-Tiengen 2;Ebi, Jan;1452;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;2;SGEM Waldshut-Tiengen 2;Feidel, Christian;1570;TV Kadelburg 1;Franz, Claudius;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;3;TV Kadelburg 1;Mielke, Bernd;;SGEM Waldshut-Tiengen 2;Dewéth, Attyla;;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;8;4;SGEM Waldshut-Tiengen 2;Kaiser, Niklas;1136;TV Kadelburg 1;Nagel, Magnus;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;1;SC Laufenburg 1;;;SC Dreiländereck 3;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;2;SC Dreiländereck 3;;;SC Laufenburg 1;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;3;SC Laufenburg 1;;;SC Dreiländereck 3;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;4;SC Dreiländereck 3;;;SC Laufenburg 1;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;1;SG Schopfheim 2;Bähr, Wolfgang;1484;SK Rheinfelden 2;Jost, Hansruedi;1070;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;8;2;SK Rheinfelden 2;Weber, Janick;;SG Schopfheim 2;Kraus, Werner;1335;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;8;3;SG Schopfheim 2;Pfefferle, Helmut;1293;SK Rheinfelden 2;Bagci, Tarik;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;8;4;SK Rheinfelden 2;Schmid, Dario;;SG Schopfheim 2;Steinberg, Rüdiger;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;9;1;SC Brombach 6;Niederberger, Kaspar Ludwig;896;SG Schopfheim 2;Bähr, Wolfgang;1484;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;9;2;SG Schopfheim 2;Luz, Hans;1513;SC Brombach 6;Yuan, Dunhe Ted;756;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;9;3;SC Brombach 6;Gultyaev, Alisa;;SG Schopfheim 2;Kraus, Werner;1335;"=""0 - 2"""
BMM;2025/26;Bezirksklasse Hochrhein;9;4;SG Schopfheim 2;Pfefferle, Helmut;1293;SC Brombach 6;Gultyaev, Maxim;;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;9;1;SK Rheinfelden 2;Adamek, Gerd-Dieter;1640;SC Laufenburg 1;Zorn, Nico;1694;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;9;2;SC Laufenburg 1;Bader, Daniel;;SK Rheinfelden 2;Jost, Hansruedi;1070;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;9;3;SK Rheinfelden 2;Ferstl, Moritz;;SC Laufenburg 1;Kutzsche, Holger;1220;"=""2 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;9;4;SC Laufenburg 1;Wegener, Lukas;988;SK Rheinfelden 2;Schmid, Dario;;"=""1 - 1"""
BMM;2025/26;Bezirksklasse Hochrhein;9;1;SC Dreiländereck 3;;;TV Kadelburg 1;Franz, Elias;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;9;2;TV Kadelburg 1;Franz, Claudius;;SC Dreiländereck 3;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;9;3;SC Dreiländereck 3;;;TV Kadelburg 1;Jander, Marvin;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;9;4;TV Kadelburg 1;Nagel, Magnus;;SC Dreiländereck 3;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;9;1;SGEM Waldshut-Tiengen 2;;;SC Dreiländereck 4;Lischka, Joachim;1365;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;9;2;SC Dreiländereck 4;Hösli, Timo;972;SGEM Waldshut-Tiengen 2;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;9;3;SGEM Waldshut-Tiengen 2;;;SC Dreiländereck 4;Cheremensky, Nicolay;;"=""4 - 6"""
BMM;2025/26;Bezirksklasse Hochrhein;9;4;SC Dreiländereck 4;Rogg, Raphael;;SGEM Waldshut-Tiengen 2;;;"=""6 - 4"""
BMM;2025/26;Bezirksklasse Hochrhein;9;1;SC Brombach 5;;;SGEM Waldshut-Tiengen 3;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;9;2;SGEM Waldshut-Tiengen 3;;;SC Brombach 5;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;9;3;SC Brombach 5;;;SGEM Waldshut-Tiengen 3;;;"=""0 - 0"""
BMM;2025/26;Bezirksklasse Hochrhein;9;4;SGEM Waldshut-Tiengen 3;;;SC Brombach 5;;;"=""0 - 0"""
